Fuente;País;ID indicador CEPALSTAT;Indicador;Tema;Área;Ruta temática;Unidad;Número de registros;Primer periodo;Último periodo;Último valor disponible;Última actualización indicador;Estado descarga;Error descarga;Archivo valores CSV.GZ;Archivo catálogo JSON;Archivo catálogo Excel;URL API;URL fuente
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4695;Población en situación de pobreza extrema, por división administrativa mayor, grupo de edad y área;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Extrema > División Administrativa Mayor;Porcentaje;0;;;;Nov 21 2025  1:07PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4695/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4689;Población en situación de pobreza extrema, por división administrativa mayor, grupos de edad y años de estudio;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Extrema > División Administrativa Mayor;Porcentaje;0;;;;Nov 21 2025  1:07PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4689/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4680;Población en situación de pobreza extrema, por división administrativa mayor, sexo y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Extrema > División Administrativa Mayor;Porcentaje;0;;;;Nov 21 2025  1:07PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4680/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4670;Población en situación de pobreza extrema, por división administrativa mayor, sexo y años de estudio;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Extrema > División Administrativa Mayor;Porcentaje;0;;;;Nov 24 2025  4:41PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4670/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4677;Población en situación de pobreza extrema, por división administrativa mayor, sexo y grupos de edad;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Extrema > División Administrativa Mayor;Porcentaje;0;;;;Nov 21 2025  1:06PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4677/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4683;Población en situación de pobreza extrema, por división administrativa mayor, sexo y área;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Extrema > División Administrativa Mayor;Porcentaje;0;;;;Nov 21 2025  1:07PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4683/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);4751;Pobreza extrema por Municipio y año;Estadísticas e Indicadores Sociales;División Administrativa Menor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Extrema > División Administrativa Menor;Porcentaje.;0;;;;Nov 14 2024  2:53PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/4751/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5702;Incidencia de la pobreza multidimensional por división administrativa mayor;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:46PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5702/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5705;Incidencia de la pobreza multidimensional por división administrativa mayor y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:43PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5705/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5704;Incidencia de la pobreza multidimensional por división administrativa mayor y años de estudio;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:42PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5704/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5703;Incidencia de la pobreza multidimensional por división administrativa mayor y grupos de edad;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:47PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5703/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5706;Incidencia de la pobreza multidimensional por división administrativa mayor y área;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:43PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5706/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5712;Incidencia de la pobreza multidimensional por división administrativa mayor, autoidentificación étnico-racial y área;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:46PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5712/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5710;Incidencia de la pobreza multidimensional por división administrativa mayor, años de estudio y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:45PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5710/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5711;Incidencia de la pobreza multidimensional por división administrativa mayor, años de estudio y área;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:46PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5711/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5708;Incidencia de la pobreza multidimensional por división administrativa mayor, grupos de edad y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:44PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5708/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5707;Incidencia de la pobreza multidimensional por división administrativa mayor, grupos de edad y años de estudio;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;Jun  9 2026  2:44PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5707/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5709;Incidencia de la pobreza multidimensional por división administrativa mayor, grupos de edad y área;Estadísticas e Indicadores Sociales;Incidencia;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia > División Administrativa Mayor;Porcentaje;0;;;;May 14 2026  2:32PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5709/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5713;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:47PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5713/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5716;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:49PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5716/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5715;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor y años de estudio;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:48PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5715/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5714;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor y grupos de edad;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:47PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5714/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5717;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor y área;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:49PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5717/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5723;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor, autoidentificación étnico-racial y área;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:51PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5723/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5721;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor, años de estudio y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:50PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5721/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5722;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor, años de estudio y área;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:51PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5722/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5719;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor, grupos de edad y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:50PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5719/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5718;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor, grupos de edad y años de estudio;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:49PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5718/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5720;Incidencia ajustada de la pobreza multidimensional por división administrativa mayor, grupos de edad y área;Estadísticas e Indicadores Sociales;Incidencia Ajustada;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Pobreza e ingresos > Pobreza Multidimensional > Incidencia Ajustada > División Administrativa Mayor;Indice;0;;;;Jun  9 2026  2:50PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5720/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5494;Tasa de desocupación, por división administrativa mayor;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Trabajo > Desocupación > División Administrativa mayor;Porcentaje;0;;;;Apr 10 2026 12:14PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5494/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5504;Tasa de desocupación, por división administrativa mayor,  autoidentificación étnico-racial y área;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Trabajo > Desocupación > División Administrativa mayor;Porcentaje;0;;;;Apr 10 2026 12:15PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5504/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5502;Tasa de desocupación, por división administrativa mayor,  años de estudio y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Trabajo > Desocupación > División Administrativa mayor;Porcentaje;0;;;;Apr 10 2026 11:55AM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5502/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5503;Tasa de desocupación, por división administrativa mayor,  años de estudio y área;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Trabajo > Desocupación > División Administrativa mayor;Porcentaje;0;;;;Apr 10 2026 12:15PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5503/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5500;Tasa de desocupación, por división administrativa mayor, grupos de edad y autoidentificación étnico-racial;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Trabajo > Desocupación > División Administrativa mayor;Porcentaje;0;;;;Apr 10 2026 12:15PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5500/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
CEPALSTAT - CEPAL;Venezuela (República Bolivariana de);5499;Tasa de desocupación, por división administrativa mayor, grupos de edad y años de estudio;Estadísticas e Indicadores Sociales;División Administrativa Mayor;Clasificación temática general > Temas transversales > Estadísticas subnacionales y de áreas pequeñas > Trabajo > Desocupación > División Administrativa mayor;Porcentaje;0;;;;Apr 10 2026 12:14PM;Sin datos para Venezuela;;assets/data/cepal/csv/ove_cepalstat_venezuela_valores.csv.gz;assets/data/cepal/catalog/cepal-catalog.json;assets/data/cepal/catalog/catalogo_dataset_web_ove_cepalstat.xlsx;https://api-cepalstat.cepal.org/cepalstat/api/v1/indicator/5499/data?lang=es&format=json&members=259&in=1&path=1;https://statistics.cepal.org/portal/cepalstat/open-data.html?lang=es
