Fuente;País;Frecuencia;Código indicador;Indicador;Tema;Base de datos;Dimensiones disponibles;Número de series;Número de registros;Primer periodo;Último periodo;Último periodo con dato;Último valor disponible;Última actualización OIT;Archivo datos comprimidos
OIT - ILOSTAT;Venezuela;Trimestral;EES_TEES_SEX_OCU_EST_NB;Asalariados según sexo, ocupación y tamaño del establecimiento (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, ocupación, tamaño del establecimiento;60;960;2005Q1;2012Q3;2012Q3;7388.456;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EES_TEES_SEX_OCU_INS_NB;Asalariados según sexo, ocupación y sector público/privado (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, ocupación, sector público/privado;135;2140;2005Q1;2012Q3;2012Q3;7388.456;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EES_TEES_SEX_OCU_MTS_NB;Asalariados según sexo, ocupación y estado civil (millares);Asalariados;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, ocupación, estado civil;60;857;2005Q1;2012Q3;2012Q3;7388.456;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EES_TEES_SEX_OCU_NB;Asalariados según sexo y ocupación (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, ocupación;45;720;2005Q1;2012Q3;2012Q3;7388.456;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_DWAP_SEX_AGE_EDU_RT;Tasa de inactividad según sexo, edad y educación (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;558;7443;2005Q1;2012Q3;2012Q3;36.559;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_DWAP_SEX_AGE_MTS_RT;Tasa de inactividad según sexo, edad y estado civil (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;381;5773;2005Q1;2012Q3;2012Q3;36.559;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_DWAP_SEX_AGE_RT;Tasa de inactividad según sexo y edad (%);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;84;1506;1999Q1;2013Q4;2013Q4;35.33;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_DWAP_SEX_EDU_MTS_RT;Tasa de inactividad según sexo, educación y estado civil (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;72;915;2005Q1;2012Q3;2012Q3;36.559;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_DWAP_SEX_EDU_RT;Tasa de inactividad según sexo y educación (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;645;2005Q1;2012Q3;2012Q3;36.559;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_DWAP_SEX_MTS_RT;Tasa de inactividad según sexo y estado civil (%);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;522;2005Q1;2012Q3;2012Q3;36.559;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_NEET_SEX_NB;NINI: NINI: Jóvenes que no están ocupados, ni estudian ni reciben formación según sexo (millares);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo;3;48;2005Q1;2012Q3;2012Q3;1061.641;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_NEET_SEX_RT;Tasa de NINI: Tasa de NINI: Proporción de jóvenes que no están ocupados, ni estudian ni reciben formación según sexo (%);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo;3;48;2005Q1;2012Q3;2012Q3;19.811;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_TEIP_SEX_AGE_EDU_NB;Personas fuera de la fuerza de trabajo según sexo, edad y educación (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;558;7443;2005Q1;2012Q3;2012Q3;7740.352;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_TEIP_SEX_AGE_MTS_NB;Personas fuera de la fuerza de trabajo según sexo, edad y estado civil (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;381;5775;2005Q1;2012Q3;2012Q3;7740.352;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_TEIP_SEX_AGE_NB;Personas fuera de la fuerza de trabajo según sexo y edad (millares);Desempleo y subutilización de la fuerza de trabajo;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;84;1506;1999Q1;2013Q4;2013Q4;7639.526;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_TEIP_SEX_EDU_MTS_NB;Personas fuera de la fuerza de trabajo según sexo, educación y estado civil (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;72;915;2005Q1;2012Q3;2012Q3;7740.352;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_TEIP_SEX_EDU_NB;Personas fuera de la fuerza de trabajo según sexo y educación (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;645;2005Q1;2012Q3;2012Q3;7740.352;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EIP_TEIP_SEX_MTS_NB;Personas fuera de la fuerza de trabajo según sexo y estado civil (millares);Desempleo y subutilización de la fuerza de trabajo;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;522;2005Q1;2012Q3;2012Q3;7740.352;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_DWAP_SEX_AGE_EDU_RT;Razón ocupación-población en edad de trabajar según sexo, edad y educación (%);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;558;7515;2005Q1;2012Q3;2012Q3;59.654;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_DWAP_SEX_AGE_MTS_RT;Razon ocupación-poblacion en edad de trabajar según sexo, edad y estado civil (%);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;381;5787;2005Q1;2012Q3;2012Q3;59.654;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_DWAP_SEX_AGE_RT;Razón ocupación-población en edad de trabajar según sexo y edad (%);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;84;1506;1999Q1;2013Q4;2013Q4;60.4;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_DWAP_SEX_EDU_MTS_RT;Razon ocupación-poblacion en edad de trabajar según sexo, educación y estado civil (%);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;69;921;2005Q1;2012Q3;2012Q3;59.654;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_DWAP_SEX_EDU_RT;Razón ocupación-población en edad de trabajar según sexo y educación (%);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;657;2005Q1;2012Q3;2012Q3;59.654;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_DWAP_SEX_MTS_RT;Razon ocupación-poblacion en edad de trabajar según sexo y estado civil (%);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;522;2005Q1;2012Q3;2012Q3;59.654;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEM1_SEX_AGE_NB;Ocupación, DES según sexo y edad (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;3;78;2003Q3;2013Q4;2013Q4;12938.366;30/08/2026 07:25:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEM1_SEX_ECO_NB;Ocupación, DES según sexo y actividad económica y edad (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica;3;78;2003Q3;2013Q4;2013Q4;12938.366;30/08/2026 07:25:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_ECO_OCU_NB;Ocupación según actividad económica y ocupación (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);actividad económica, ocupación;209;3141;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_AGE_ECO_NB;Ocupación según sexo, edad y actividad económica (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, actividad económica;378;6048;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_AGE_EDU_NB;Ocupación según sexo, edad y educación (millares);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;558;7515;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_AGE_INS_NB;Ocupación según sexo, edad y sector público/privado (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, sector público/privado;81;1296;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_AGE_JBT_NB;Ocupación según sexo, edad y ordenamiento del tiempo de trabajo (millares);Ocupación;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad, ordenamiento del tiempo de trabajo;144;2304;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:02:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_AGE_MTS_NB;Ocupación según sexo, edad y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;381;5789;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_AGE_NB;Ocupación según sexo y edad (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;84;1557;1990Q2;2013Q4;2013Q4;13060.289;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_AGE_OCU_NB;Ocupación según sexo, edad y ocupación (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, ocupación;225;3591;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_AGE_STE_NB;Ocupación según sexo, edad y situación en la ocupación (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, situación en el empleo;297;4338;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_ECO_EDU_NB;Ocupación según sexo, actividad económica y educación (millares);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, actividad económica, educación;1014;13171;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_ECO_EST_NB;Ocupación según sexo, actividad económica y tamaño del establecimiento (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica, tamaño del establecimiento;72;1152;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_ECO_INS_NB;Ocupación según sexo, actividad económica y sector público/privado (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica, sector público/privado;126;2016;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_ECO_MJH_NB;Ocupación según sexo, actividad económica y tenencia de múltiples empleos (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica, tenencia de múltiples empleos;54;858;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_ECO_MTS_NB;Ocupación según sexo, actividad económica y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, actividad económica, estado civil;168;2487;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_ECO_NB;Ocupación según sexo y actividad económica (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica;99;1944;1990Q2;2013Q4;2013Q4;13060.289;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_EDU_MTS_NB;Ocupación según sexo, educación y estado civil (millares);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;69;921;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_EDU_NB;Ocupación según sexo y educación (millares);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;657;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_EST_MTS_NB;Ocupación según sexo, tamaño del establecimiento y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, tamaño del establecimiento, estado civil;120;1842;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_EST_NB;Ocupación según sexo y tamaño del establecimiento (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, tamaño del establecimiento;30;480;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_HOW_EDU_NB;Ocupación según sexo, por horas semanales efectivamente trabajadas y educación (millares);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, horas semanales efectivamente trabajadas, educación;159;2004;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_HOW_MTS_NB;Asalariados según sexo, por horas semanales efectivamente trabajadas y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, horas semanales efectivamente trabajadas, estado civil;105;1473;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_HOW_NB;Ocupación según sexo y horas semanales efectivamente trabajadas (millares);Ocupación;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, horas semanales efectivamente trabajadas;27;411;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:02:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_INS_MTS_NB;Ocupación según sexo, sector público/privado y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, sector público/privado, estado civil;36;564;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_INS_NB;Ocupación según sexo y sector público/privado (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, sector público/privado;9;144;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_MJH_EDU_NB;Ocupación según sexo, tenencia de múltiples empleos y educación (millares);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, tenencia de múltiples empleos, educación;54;741;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_MJH_MTS_NB;Ocupación según sexo, tenencia de múltiples empleos y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, tenencia de múltiples empleos, estado civil;36;534;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_MJH_NB;Ocupación según sexo y tenencia de múltiples empleos (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, tenencia de múltiples empleos;9;144;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_MTS_NB;Ocupación según sexo y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, estado civil;33;522;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_OCU_EDU_NB;Ocupación según sexo, ocupación y educación (millares);Ocupación;Indicadores de Educación y Desajuste (EMI);sexo, ocupación, educación;240;3048;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:05:10;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_OCU_EST_NB;Ocupación según sexo, ocupación y tamaño del establecimiento (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, ocupación, tamaño del establecimiento;60;959;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_OCU_INS_NB;Ocupación según sexo, ocupación y sector público/privado (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, ocupación, sector público/privado;135;2152;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_OCU_MJH_NB;Ocupación según sexo, ocupación y tenencia de múltiples empleos (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, ocupación, tenencia de múltiples empleos;45;714;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_OCU_MTS_NB;Ocupación según sexo, ocupación y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, ocupación, estado civil;60;860;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_OCU_NB;Ocupación según sexo y ocupación (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, ocupación;45;720;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_STE_ECO_NB;Ocupación según sexo, situación en la ocupación y actividad económica (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, situación en el empleo, actividad económica;438;6369;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_STE_EST_NB;Ocupación según sexo, situación en la ocupación y tamaño del establecimiento (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, situación en el empleo, tamaño del establecimiento;45;651;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_STE_INS_NB;Ocupación según sexo, situación en el empleo y sector público/privado (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, situación en el empleo, sector público/privado;30;450;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_STE_MTS_NB;Ocupación según sexo, situación en la ocupación y estado civil (millares);Ocupación;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, situación en el empleo, estado civil;45;657;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:08:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_STE_NB;Ocupación según sexo y situación en la ocupación (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, situación en el empleo;33;498;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;EMP_TEMP_SEX_STE_OCU_NB;Ocupación según sexo, situación en la ocupación y ocupación (millares);Ocupación;Estadísticas sobre la Fuerza Laboral (LFS);sexo, situación en el empleo, ocupación;456;6428;2005Q1;2012Q3;2012Q3;12629.897;02/09/2026 07:12:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;HOW_TEMP_ECO_OCU_NB;Promedio de horas efectivamente trabajadas por semana por persona ocupada según actividad económica y ocupación;Horas de trabajo;Estadísticas de Salarios y Tiempo de Trabajo (COND);actividad económica, ocupación;209;3141;2005Q1;2012Q3;2012Q3;39.92;02/09/2026 07:02:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;HOW_TEMP_SEX_AGE_ECO_NB;Promedio de horas efectivamente trabajadas por semana por persona ocupada según sexo, edad y actividad económica;Horas de trabajo;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad, actividad económica;336;5351;2005Q1;2012Q3;2012Q3;39.92;02/09/2026 07:02:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
OIT - ILOSTAT;Venezuela;Trimestral;HOW_TEMP_SEX_AGE_INS_NB;Promedio de horas efectivamente trabajadas por semana por persona ocupada según sexo, edad y sector público/privado;Horas de trabajo;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad, sector público/privado;72;1152;2005Q1;2012Q3;2012Q3;39.92;02/09/2026 07:02:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_trimestral.csv.gz
